2,-1,1.94855,-1.00332,0.0514546,0.00331884,1.29443e-05,6.31948e-06;
2,0,1.98227,-0.0102491,0.0177251,0.0102491,1.9251e-05,5.25161e-06;
3,0,2.98426,-0.0484844,0.0157368,0.0484844,2.12166e-05,1.62651e-05;
3,-2,2.96088,-2.03989,0.0391201,0.0398881,3.42117e-05,1.70151e-05;
3,-1,2.98321,-1.06368,0.0167945,0.0636845,4.18353e-05,4.76097e-06;
4,-2,3.99147,-2.07421,0.00853401,0.0742131,0.000268158,4.8817e-05;
4,-1,3.94751,-1.06033,0.0524909,0.0603289,8.32479e-05,1.78252e-05;
4,0,4.00869,-0.0610924,-0.00869453,0.0610924,9.07446e-05,2.63759e-06;
4,-3,3.79471,-2.96322,0.205293,-0.0367762,0.000185436,0.000142614;
5,-2,4.99422,-2.09746,0.00578321,0.0974639,0.000596736,7.75815e-05;
5,-3,4.84957,-3.0265,0.150433,0.0264955,0.000272528,0.00010291;
5,0,5.03286,-0.0787853,-0.0328552,0.0787853,0.000255503,1.46244e-05;
5,-4,4.87988,-4.01531,0.120115,0.015307,0.00376969,0.00171557;
5,-1,5.02742,-1.10497,-0.0274195,0.104973,0.000439011,4.72661e-05;
6,-4,5.79243,-4.01149,0.20757,0.01149,0.00287964,0.00123367;
6,0,6.04832,-0.105322,-0.0483195,0.105322,0.000661336,9.24724e-05;
6,-1,6.56337,-1.33528,-0.563375,0.335285,0.0122674,0.00100041;
6,-2,5.98114,-2.11188,0.0188618,0.111876,0.00272132,0.00023283;
6,-3,6.01932,-3.1657,-0.0193186,0.165697,0.00141888,0.000340702;
7,0,7.12858,-0.127341,-0.128581,0.127341,0.00246265,0.000122472;
7,-4,6.86964,-4.10087,0.130356,0.100867,0.00147033,0.000478952;
7,-5,6.88688,-5.1165,0.113115,0.116498,0.00246141,0.00124836;
7,-3,6.97263,-3.13547,0.0273734,0.135473,0.00204378,0.00023635;
7,-2,7.1635,-2.17562,-0.163503,0.175615,0.00216304,0.000163083;
7,-1,7.13287,-1.16655,-0.132875,0.166549,0.00139254,0.000208384;
8,-4,7.9553,-4.1152,0.0446992,0.1152,0.0143293,0.00485894;
8,-1,8.09823,-1.16601,-0.0982294,0.166007,0.00691694,0.000164146;
8,-2,8.07892,-2.16366,-0.0789209,0.163657,0.00235023,0.000259201;
8,0,8.11664,-0.128901,-0.116638,0.128901,0.00181319,1.36977e-05;
8,-5,7.88643,-5.0909,0.113569,0.0908993,0.00928831,0.00337628;
8,-3,8.26458,-3.30145,-0.26458,0.301447,0.00260387,0.000658847;
9,-5,8.86095,-5.05429,0.139053,0.0542908,0.0366481,0.00687994;
9,-2,8.91356,-2.18255,0.0864426,0.182552,0.00305688,0.000511467;
9,-1,9.12047,-1.19929,-0.12047,0.19929,0.00689952,0.000278114;
9,-3,8.96523,-3.11397,0.0347656,0.113974,0.00613615,0.000424506;
9,-4,9.407,-4.31336,-0.407004,0.313365,0.0311544,0.00596644;
9,5,10.0174,4.86963,-1.01735,0.130366,0.08952,0.103913;
9,3,9.74594,3.03993,-0.745938,-0.0399276,0.113682,0.0356365;
9,0,9.43875,-0.0384116,-0.438754,0.0384116,0.0275594,0.000100228;
9,1,9.78227,0.937918,-0.782267,0.0620819,0.0612409,0.00026755;
9,2,10.2115,2.4254,-1.21145,-0.425401,0.0112635,0.00190566;
8,3,8.51878,3.12251,-0.518781,-0.12251,0.0650566,0.0132112;
8,1,8.4446,1.01176,-0.444599,-0.0117609,0.0189851,0.00108604;
8,0,8.24661,-0.0599605,-0.246606,0.0599605,0.00560126,0.000135809;
8,4,8.48099,4.11612,-0.480989,-0.116124,0.0126428,0.00286914;
8,5,8.59998,5.25743,-0.599984,-0.257434,0.00883801,0.00326531;
8,2,9.37865,2.36151,-1.37865,-0.361508,0.0574441,0.00453929;
7,0,7.10052,-0.0414377,-0.100519,0.0414377,0.0029074,9.47123e-05;
7,2,7.18331,1.98954,-0.183308,0.0104586,0.0021883,0.000314112;
7,3,7.35677,3.07904,-0.356765,-0.079037,0.00281812,0.000373543;
7,1,7.32697,0.972891,-0.326973,0.0271093,0.00227611,8.00453e-05;
7,4,7.49554,4.19444,-0.495541,-0.194436,0.00378638,0.00169149;
7,5,7.65896,5.34783,-0.658958,-0.347829,0.0109484,0.00487676;
6,3,6.36808,3.09108,-0.368077,-0.0910821,0.00125351,0.00035116;
6,2,6.26774,2.04294,-0.267744,-0.0429373,0.00116235,0.000317155;
6,1,6.26018,0.959846,-0.260181,0.0401537,0.00154549,5.51049e-05;
6,0,6.12636,-0.0300159,-0.12636,0.0300159,0.00101682,3.0077e-05;
6,5,6.63323,5.40041,-0.633227,-0.400408,0.00440515,0.00282077;
6,4,6.51531,4.18067,-0.515308,-0.180671,0.00948678,0.00298575;
5,3,5.34284,3.11064,-0.342841,-0.110641,0.000917925,0.00021307;
5,2,5.28263,2.06085,-0.282633,-0.0608454,0.00143071,0.000319726;
5,1,5.23182,1.02572,-0.231823,-0.0257231,0.0014125,0.000141003;
5,0,5.13319,-0.00844603,-0.133186,0.00844603,0.00449109,9.14374e-05;
5,4,5.4242,4.23526,-0.424201,-0.235262,0.00252331,0.00141253;
4,1,4.14664,1.00706,-0.146636,-0.00705707,0.000680873,0.000137352;
4,3,4.23682,3.11768,-0.236816,-0.117683,0.000339145,0.00014983;
4,2,4.14571,2.02764,-0.145712,-0.0276439,0.000172189,5.67165e-05;
4,0,4.01324,-0.0398362,-0.0132403,0.0398362,0.000522789,9.4303e-06;
